"STATION","DATE","AWND","TAVG","TMAX","TMIN","WT01","WT02","WT03","WT04","WT05","WT06","WT07","WT08","WT09","WT10","WT11","WT13","WT14","WT15","WT16","WT17","WT18","WT19","WT21","WT22"
"USC00379423","2005-12-06",,,"33","19",,,,,,,,,,,,,,,,,,,,
"USC00379423","2005-12-07",,,"37","19",,,,,,,,,,,,,,,,,,,,
"USC00379423","2005-12-08",,,"31","17",,,,,,,,,,,,,,,,,,,,
"USC00379423","2005-12-09",,,"34","17",,,,,,,,,,,,,,,,,,,,
"USC00379423","2005-12-10",,,"33","16",,,,,,,,,,,,,,,,,,,,
"USC00379423","2005-12-11",,,"38","17",,,,,,,,,,,,,,,,,,,,
"USC00379423","2005-12-12",,,"44","20",,,,,,,,,,,,,,,,,,,,
"USC00379423","2005-12-13",,,"41","12",,,,,,,,,,,,,,,,,,,,
"USC00379423","2005-12-14",,,"16","1",,,,,,,,,,,,,,,,,,,,
"USC00379423","2005-12-15",,,"27","0",,,,,,,,,,,,,,,,,,,,
"USC00379423","2005-12-16",,,"37","6",,,,,,,,,,,,,,,,,,,,
"USC00379423","2005-12-17",,,"46","23",,,,,,,,,,,,,,,,,,,,
"USC00379423","2005-12-18",,,"40","19",,,,,,,,,,,,,,,,,,,,
"USC00379423","2005-12-19",,,"35","16",,,,,,,,,,,,,,,,,,,,
"USC00379423","2005-12-20",,,"33","17",,,,,,,,,,,,,,,,,,,,
"USC00379423","2005-12-21",,,"33","11",,,,,,,,,,,,,,,,,,,,
"USC00379423","2005-12-22",,,"32","16",,,,,,,,,,,,,,,,,,,,
"USC00379423","2005-12-23",,,"35","19",,,,,,,,,,,,,,,,,,,,
"USC00379423","2005-12-24",,,"46","27",,,,,,,,,,,,,,,,,,,,
"USC00379423","2005-12-25",,,"53","23",,,,,,,,,,,,,,,,,,,,
"USC00379423","2005-12-26",,,"51","26",,,,,,,,,,,,,,,,,,,,
"USC00379423","2005-12-27",,,"41","29",,,,,,,,,,,,,,,,,,,,
"USC00379423","2005-12-28",,,"41","21",,,,,,,,,,,,,,,,,,,,
"USC00379423","2005-12-29",,,"48","23",,,,,,,,,,,,,,,,,,,,
"USC00379423","2005-12-30",,,"51","37",,,,,,,,,,,,,,,,,,,,
"USC00379423","2005-12-31",,,"43","23",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-01-01",,,"33","24",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-01-02",,,"29","24",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-01-03",,,"42","28",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-01-04",,,"35","25",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-01-05",,,"33","25",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-01-06",,,"33","30",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-01-07",,,"37","20",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-01-08",,,"33","20",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-01-09",,,"39","25",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-01-10",,,"54","26",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-01-11",,,"54","26",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-01-12",,,"54","35",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-01-13",,,"54","28",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-01-14",,,"56","28",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-01-15",,,"57","25",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-01-16",,,"26","7",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-01-17",,,"27","11",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-01-18",,,"51","23",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-01-19",,,"60","31",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-01-20",,,"43","32",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-01-21",,,"59","35",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-01-22",,,"60","27",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-01-23",,,"39","27",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-01-24",,,"34","23",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-01-25",,,"43","28",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-01-26",,,"43","31",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-01-27",,,"38","19",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-01-28",,,"39","24",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-01-29",,,"54","28",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-01-30",,,"49","34",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-01-31",,,"38","32",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-02-01",,,"39","29",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-02-02",,,"41","26",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-02-03",,,"48","30",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-02-04",,,"55","32",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-02-05",,,"53","35",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-02-06",,,"51","33",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-02-07",,,"39","30",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-02-08",,,"38","17",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-02-09",,,"36","20",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-02-10",,,"35","15",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-02-11",,,"30","18",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-02-12",,,"31","21",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-02-13",,,"22","6",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-02-14",,,"32","15",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-02-15",,,"41","24",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-02-16",,,"56","27",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-02-17",,,"61","33",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-02-18",,,"56","25",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-02-19",,,"31","8",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-02-20",,,"28","11",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-02-21",,,"35","16",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-02-22",,,"42","16",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-02-23",,,"43","27",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-02-24",,,"41","27",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-02-25",,,"37","13",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-02-26",,,"27","13",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-02-27",,,"24","8",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-02-28",,,"23","9",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-03-01",,,"29","14",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-03-02",,,"34","18",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-03-03",,,"31","17",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-03-04",,,"28","14",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-03-05",,,"37","21",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-03-06",,,"45","21",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-03-07",,,"42","18",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-03-08",,,"44","18",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-03-09",,,"47","29",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-03-10",,,"52","39",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-03-11",,,"68","40",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-03-12",,,"59","28",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-03-13",,,"56","40",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-03-14",,,"57","44",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-03-15",,,"59","33",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-03-16",,,"44","29",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-03-17",,,"44","20",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-03-18",,,"42","20",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-03-19",,,"39","23",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-03-20",,,"35","19",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-03-21",,,"36","20",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-03-22",,,"47","28",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-03-23",,,"42","28",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-03-24",,,"56","31",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-03-25",,,"48","28",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-03-26",,,"43","30",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-03-27",,,"51","25",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-03-28",,,"58","26",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-03-29",,,"55","26",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-03-30",,,"65","31",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-03-31",,,"68","32",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-04-01",,,"71","48",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-04-02",,,"69","44",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-04-03",,,"65","31",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-04-04",,,"58","37",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-04-05",,,"50","29",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-04-06",,,"38","27",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-04-07",,,"51","29",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-04-08",,,"60","37",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-04-09",,,"48","34",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-04-10",,,"54","28",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-04-11",,,"62","32",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-04-12",,,"69","35",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-04-13",,,"69","45",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-04-14",,,"73","40",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-04-15",,,"68","51",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-04-16",,,"76","45",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-04-17",,,"62","37",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-04-18",,,"62","37",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-04-19",,,"68","47",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-04-20",,,"71","45",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-04-21",,,"74","38",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-04-22",,,"56","33",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-04-23",,,"54","41",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-04-24",,,"53","42",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-04-25",,,"51","39",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-04-26",,,"69","32",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-04-27",,,"59","36",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-04-28",,,"71","39",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-04-29",,,"61","31",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-05-01",,,"65","35",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-05-02",,,"65","35",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-05-03",,,"47","43",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-05-04",,,"56","45",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-05-05",,,"76","50",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-05-06",,,"82","50",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-05-07",,,"74","42",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-05-08",,,"67","42",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-05-09",,,"67","39",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-05-10",,,"55","39",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-05-11",,,"52","48",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-05-12",,,"60","48",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-05-13",,,"55","50",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-05-14",,,"55","45",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-05-15",,,"50","46",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-05-16",,,"52","48",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-05-17",,,"57","48",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-05-18",,,"70","48",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-05-19",,,"75","55",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-05-20",,,"63","49",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-05-21",,,"68","47",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-05-22",,,"70","42",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-05-23",,,"65","40",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-05-24",,,"62","43",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-05-25",,,"71","41",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-05-26",,,"77","41",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-05-27",,,"78","61",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-05-28",,,"81","56",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-05-29",,,"82","57",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-05-30",,,"85","61",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-05-31",,,"79","55",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-06-01",,,"81","58",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-06-02",,,"89","57",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-06-03",,,"71","56",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-06-04",,,"58","51",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-06-05",,,"62","52",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-06-06",,,"71","50",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-06-07",,,"73","56",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-06-08",,,"56","53",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-06-09",,,"61","52",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-06-10",,,"67","55",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-06-11",,,"61","49",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-06-12",,,"73","53",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-06-13",,,"79","61",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-06-14",,,"82","58",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-06-15",,,"80","60",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-06-16",,,"78","51",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-06-17",,,"83","56",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-06-18",,,"83","62",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-06-19",,,"89","64",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-06-20",,,"90","70",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-06-21",,,"86","59",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-06-22",,,"80","57",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-06-23",,,"84","66",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-06-24",,,"87","67",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-06-25",,,"87","66",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-06-26",,,"70","65",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-06-27",,,"82","70",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-06-28",,,"82","66",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-06-29",,,"74","69",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-06-30",,,"77","67",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-07-01",,,"80","56",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-07-02",,,"84","67",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-07-03",,,"85","72",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-07-04",,,"88","68",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-07-05",,,"87","69",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-07-06",,,"79","63",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-07-07",,,"77","55",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-07-08",,,"82","61",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-07-09",,,"83","60",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-07-10",,,"86","64",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-07-11",,,"84","65",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-07-12",,,"85","67",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-07-13",,,"81","72",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-07-14",,,"81","61",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-07-15",,,"90","64",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-07-16",,,"86","67",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-07-17",,,"91","67",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-07-18",,,"95","69",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-07-19",,,"96","69",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-07-20",,,"82","61",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-07-21",,,"79","66",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-07-22",,,"85","71",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-07-23",,,"77","72",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-07-24",,,"77","58",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-07-25",,,"84","62",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-07-26",,,"85","65",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-07-27",,,"86","67",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-07-28",,,"89","74",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-07-29",,,"90","65",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-07-30",,,"88","70",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-07-31",,,"88","66",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-08-01",,,"88","70",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-08-02",,,"95","75",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-08-03",,,"97","72",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-08-04",,,"95","67",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-08-05",,,"81","64",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-08-06",,,"87","57",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-08-07",,,"84","65",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-08-08",,,"84","71",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-08-09",,,"83","55",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-08-10",,,"83","62",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-08-11",,,"85","56",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-08-12",,,"76","49",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-08-13",,,"75","49",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-08-14",,,"77","51",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-08-15",,,"83","63",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-08-16",,,"77","60",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-08-17",,,"83","58",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-08-18",,,"84","59",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-08-19",,,"82","59",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-08-20",,,"82","64",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-08-21",,,"85","62",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-08-22",,,"73","57",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-08-23",,,"82","59",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-08-24",,,"82","58",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-08-25",,,"77","58",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-08-26",,,"63","59",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-08-27",,,"72","54",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-08-28",,,"64","55",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-08-29",,,"70","57",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-08-30",,,"62","58",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-08-31",,,"77","49",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-09-01",,,"73","52",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-09-02",,,"71","55",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-09-03",,,"66","59",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-09-04",,,"69","56",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-09-05",,,"74","55",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-09-06",,,"73","60",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-09-07",,,"74","54",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-09-08",,,"79","54",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-09-09",,,"81","57",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-09-10",,,"83","57",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-09-11",,,"69","45",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-09-12",,,"66","39",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-09-13",,,"68","39",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-09-14",,,"67","54",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-09-15",,,"69","58",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-09-16",,,"71","54",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-09-17",,,"78","55",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-09-18",,,"81","55",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-09-19",,,"82","58",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-09-20",,,"80","57",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-09-21",,,"73","48",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-09-22",,,"65","40",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-09-23",,,"70","48",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-09-24",,,"71","67",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-09-25",,,"80","51",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-09-26",,,"69","46",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-09-27",,,"70","41",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-09-28",,,"70","45",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-09-29",,,"72","48",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-09-30",,,"67","40",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-10-01",,,"64","42",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-10-02",,,"56","50",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-10-03",,,"67","43",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-10-04",,,"76","49",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-10-05",,,"78","49",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-10-06",,,"63","50",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-10-07",,,"56","44",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-10-08",,,"60","35",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-10-09",,,"73","40",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-10-10",,,"79","47",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-10-11",,,"70","45",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-10-12",,,"61","49",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-10-13",,,"72","38",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-10-15",,,"60","33",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-10-16",,,"59","31",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-10-17",,,"62","35",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-10-18",,,"61","39",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-10-19",,,"71","44",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-10-20",,,"68","52",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-10-21",,,"64","40",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-10-22",,,"56","32",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-10-23",,,"57","41",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-10-24",,,"56","39",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-10-25",,,"50","38",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-10-26",,,"54","33",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-10-27",,,"51","27",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-10-28",,,"55","30",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-10-29",,,"64","44",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-10-30",,,"64","42",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-10-31",,,"59","33",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-11-01",,,"68","42",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-11-02",,,"69","44",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-11-03",,,"49","27",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-11-04",,,"48","24",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-11-05",,,"47","23",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-11-06",,,"49","28",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-11-07",,,"58","30",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-11-08",,,"58","54",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-11-09",,,"68","47",,,,,,,,,,,,,,,,,,,,
"USC00379423","2006-11-10",,,"63","34",,,,,,,,,,,,,,,,,,,,
