Exchange,Stock Symbol,Company Name,Last Sale,Market Capitalization,IPO Year,Sector,Industry
nyse,HK,Halcon Resources Corporation,7.25,674.0002375,,Energy,Oil & Gas Production
nyse,HK.WS,Halcon Resources Corporation,,0.0,,,
nyse,HAL,Halliburton Company,48.38,41957.431631,,Energy,Oilfield Services/Equipment
nyse,HYH,"Halyard Health, Inc.",37.08,1730.96106984,2014.0,Health Care,Industrial Specialties
nyse,HBI,Hanesbrands Inc.,21.26,7919.304333520001,,Consumer Services,Clothing/Shoe/Accessory Stores
nyse,HASI,"Hannon Armstrong Sustainable Infrastructure Capital, Inc.",20.93,1088.99468132,2013.0,Consumer Services,Real Estate Investment Trusts
nyse,HOG,"Harley-Davidson, Inc.",59.7,10484.949750299998,,Consumer Non-Durables,Motor Vehicles
nyse,HMY,Harmony Gold Mining Company Limited,2.69,1176.81858801,,Basic Industries,Precious Metals
nyse,HRS,Harris Corporation,110.02,13693.27194322,,Capital Goods,Industrial Machinery/Components
nyse,HSC,Harsco Corporation,11.8,946.1501606,,Capital Goods,Metal Fabrications
nyse,HHS,"Harte-Hanks, Inc.",1.28,78.85085824,1993.0,Technology,Advertising
nyse,HGH,"Hartford Financial Services Group, Inc. (The)",31.4,0.0,,Finance,Property-Casualty Insurers
nyse,HIG,"Hartford Financial Services Group, Inc. (The)",47.73,17672.05402623,,Finance,Property-Casualty Insurers
nyse,HIG.WS,"Hartford Financial Services Group, Inc. (The)",,0.0,,,
nyse,HNR,Harvest Natural Resources Inc,6.82,75.31280306000001,,Energy,Oil & Gas Production
nyse,HVT,"Haverty Furniture Companies, Inc.",23.35,493.14436455000003,,Consumer Services,Other Specialty Stores
nyse,HVT.A,"Haverty Furniture Companies, Inc.",,0.0,,,
nyse,HE,"Hawaiian Electric Industries, Inc.",33.6,3653.866776,,Public Utilities,Electric Utilities: Central
nyse,HE^U,"Hawaiian Electric Industries, Inc.",28.0001,0.0,,,
nyse,HCA,"HCA Holdings, Inc.",87.72,32495.066361959998,2011.0,Health Care,Hospital/Nursing Management
nyse,HCI,"HCI Group, Inc.",44.35,456.0261253,,Finance,Property-Casualty Insurers
nyse,HCP,"HCP, Inc.",31.9,14942.438117200001,,Consumer Services,Real Estate Investment Trusts
nyse,HDB,HDFC Bank Limited,77.21,65516.126404120005,2001.0,Finance,Commercial Banks
nyse,HW,Headwaters Incorporated,23.57,1765.09165755,,Capital Goods,Building Materials
nyse,HR,Healthcare Realty Trust Incorporated,33.37,3887.6161789499997,1993.0,Consumer Services,Real Estate Investment Trusts
nyse,HTA,"Healthcare Trust of America, Inc.",32.28,4576.40019228,,Consumer Services,Real Estate Investment Trusts
nyse,HLS,HealthSouth Corporation,43.55,3878.2269681999996,,Health Care,Hospital/Nursing Management
nyse,HL,Hecla Mining Company,6.0,2374.95774,,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
nyse,HL^B,Hecla Mining Company,53.75,0.0,,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
nyse,HEI,Heico Corporation,84.2,7088.619664399999,,Capital Goods,Aerospace
nyse,HEI.A,Heico Corporation,,0.0,,,
nyse,HLX,"Helix Energy Solutions Group, Inc.",7.32,1080.87802224,,Energy,Oilfield Services/Equipment
nyse,HP,"Helmerich & Payne, Inc.",67.35,7336.9574625,,Energy,Oil & Gas Production
nyse,HLF,Herbalife LTD.,58.14,5411.9866095,2004.0,Health Care,Other Pharmaceuticals
nyse,HRI,Herc Holdings Inc.,47.08,1333.10560416,2016.0,,
nyse,HTGC,"Hercules Capital, Inc.",15.1,1250.1501853,2012.0,,
nyse,HTGX,"Hercules Capital, Inc.",25.45,0.0,2014.0,,
nyse,HRTG,"Heritage Insurance Holdings, Inc.",11.41,339.33843181,2014.0,Finance,Property-Casualty Insurers
nyse,HT,Hersha Hospitality Trust,18.74,782.80664284,1999.0,Consumer Services,Real Estate Investment Trusts
nyse,HT^C,Hersha Hospitality Trust,25.04,0.0,,,
nyse,HT^D,Hersha Hospitality Trust,25.04,0.0,,,
nyse,HT^E,Hersha Hospitality Trust,24.6999,0.0,,,
nyse,HSY,Hershey Company (The),108.2,23013.008228,,Consumer Non-Durables,Specialty Foods
nyse,HTZ,"Hertz Global Holdings, Inc",15.73,1306.12743118,2016.0,Consumer Services,Rental/Leasing Companies
nyse,HES,Hess Corporation,49.44,15648.907008,,Energy,Integrated oil Companies
nyse,HES^A,Hess Corporation,59.8904,0.0,,,
nyse,HESM,Hess Midstream Partners LP,25.45,1388.5343885999998,2017.0,Energy,Oil & Gas Production
nyse,HPE,Hewlett Packard Enterprise Company,17.99,29822.1041349,2015.0,Technology,Computer Manufacturing
nyse,HXL,Hexcel Corporation,52.7,4783.690197,,Basic Industries,Major Chemicals
nyse,HF,"HFF, Inc.",26.59,1016.47228285,2007.0,Consumer Services,Real Estate
nyse,HCLP,Hi-Crush Partners LP,16.75,1467.90603175,2012.0,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
nyse,NHF,Highland Funds I,22.7,363.7068002,,,
nyse,HIW,"Highwoods Properties, Inc.",50.94,5189.65202466,1994.0,Consumer Services,Real Estate Investment Trusts
nyse,HIL,"Hill International, Inc.",3.75,194.47304625,,Consumer Services,Military/Government/Technical
nyse,HI,Hillenbrand Inc,34.9,2222.8712863,,Consumer Durables,Miscellaneous manufacturing industries
nyse,HRC,Hill-Rom Holdings Inc,69.88,4566.98937096,,Health Care,Medical/Dental Instruments
nyse,HTH,Hilltop Holdings Inc.,25.93,2555.9065126799997,,Finance,Major Banks
nyse,HGV,Hilton Grand Vacations Inc.,31.64,3131.20127992,2016.0,Consumer Services,Hotels/Resorts
nyse,HLT,Hilton Worldwide Holdings Inc.,57.11,18830.95951157,2016.0,Consumer Services,Hotels/Resorts
nyse,HNI,HNI Corporation,45.15,1990.7976406500002,,Consumer Durables,Office Equipment/Supplies/Services
nyse,HMLP,Hoegh LNG Partners LP,19.9,654.9320641,2014.0,Consumer Services,Marine Transportation
nyse,HEP,"Holly Energy Partners, L.P.",35.88,2252.56444764,2004.0,Energy,Natural Gas Distribution
nyse,HFC,HollyFrontier Corporation,27.35,4871.441803899999,,Energy,Integrated oil Companies
nyse,HD,"Home Depot, Inc. (The)",145.91,175262.56689317,,Consumer Services,RETAIL: Building Materials
nyse,HMC,"Honda Motor Company, Ltd.",28.45,51274.96611555,,Capital Goods,Auto Manufacturing
nyse,HON,Honeywell International Inc.,122.5,93187.99322,,Capital Goods,Auto Parts:O.E.M.
nyse,HMN,Horace Mann Educators Corporation,37.15,1503.54464475,1991.0,Finance,Property-Casualty Insurers
nyse,HZN,Horizon Global Corporation,12.61,322.54195948,2015.0,Capital Goods,Auto Parts:O.E.M.
nyse,HTF,Horizon Technology Finance Corporation,25.5326,293.9699986216,,,
nyse,HRL,Hormel Foods Corporation,34.04,18004.20743848,,Consumer Non-Durables,Meat/Poultry/Fish
nyse,HOS,Hornbeck Offshore Services,3.6,131.280624,2004.0,Consumer Services,Marine Transportation
nyse,HST,"Host Hotels & Resorts, Inc.",18.45,13614.7027815,,Consumer Services,Real Estate Investment Trusts
nyse,HLI,"Houlihan Lokey, Inc.",32.63,2177.15520763,2015.0,Finance,Investment Managers
nyse,HOV,Hovnanian Enterprises Inc,2.16,318.29989392000005,,Capital Goods,Homebuilding
nyse,HHC,Howard Hughes Corporation (The),119.33,4787.03464288,,Consumer Services,Real Estate Investment Trusts
nyse,HPQ,HP Inc.,18.2,30772.2319268,,Technology,Computer Manufacturing
nyse,HRG,"HRG Group, Inc.",19.58,3920.52482052,,Miscellaneous,Industrial Machinery/Components
nyse,HSBC,HSBC Holdings plc,40.16,162178.82043872,,Finance,Savings Institutions
nyse,HSBC^A,HSBC Holdings plc,26.0,0.0,,,
nyse,HSEA,HSBC Holdings plc,27.14,0.0,,Finance,Savings Institutions
nyse,HSEB,HSBC Holdings plc,26.8,0.0,,Finance,Savings Institutions
nyse,HNP,"Huaneng Power International, Inc.",27.46,10435.06323156,1994.0,Public Utilities,Electric Utilities: Central
nyse,HUBB,Hubbell Inc,116.95,6476.8797573,2015.0,Capital Goods,Electrical Products
nyse,HUBS,"HubSpot, Inc.",61.1,2209.338118,2014.0,Technology,Computer Software: Prepackaged Software
nyse,HBM,Hudbay Minerals Inc.,6.25,1482.944925,,Basic Industries,Precious Metals
nyse,HBM.WS,Hudbay Minerals Inc.,,0.0,,,
nyse,HPP,"Hudson Pacific Properties, Inc.",34.46,5377.49940296,2010.0,Finance,Real Estate
nyse,HGT,Hugoton Royalty Trust,2.1,84.0,1999.0,Energy,Oil & Gas Production
nyse,HUM,Humana Inc.,211.8,30559.4564646,,Health Care,Medical Specialities
nyse,HII,"Huntington Ingalls Industries, Inc.",202.97,9391.69509762,,Capital Goods,Marine Transportation
nyse,HUN,Huntsman Corporation,23.38,5602.40743664,2005.0,Basic Industries,Major Chemicals
nyse,H,Hyatt Hotels Corporation,53.9,6762.35868,2009.0,Consumer Services,Hotels/Resorts
nyse,HY,"Hyster-Yale Materials Handling, Inc.",54.03,888.7521670499999,,Capital Goods,Construction/Ag Equipment/Trucks
nyse,IAG,Iamgold Corporation,4.44,2062.8939522,,Basic Industries,Precious Metals
nyse,IBN,ICICI Bank Limited,8.65,25167.0716498,,Finance,Commercial Banks
nyse,IDA,"IDACORP, Inc.",84.71,4271.07964007,,Public Utilities,Electric Utilities: Central
nyse,IEX,IDEX Corporation,91.72,7000.64465892,1989.0,Capital Goods,Fluid Controls
nyse,IDT,IDT Corporation,14.63,337.93278133999996,,Public Utilities,Telecommunications Equipment
nyse,ITW,Illinois Tool Works Inc.,130.17,44995.63284825,,Technology,Industrial Machinery/Components
nyse,IMAX,Imax Corporation,31.9,2115.3857846,,Miscellaneous,Industrial Machinery/Components
nyse,ICD,"Independence Contract Drilling, Inc.",5.34,201.82667238,2014.0,Energy,Oil & Gas Production
nyse,IHC,Independence Holding Company,17.8,294.320775,,Finance,Life Insurance
nyse,IFN,"India Fund, Inc. (The)",25.68,730.7862888,,,
nyse,IBA,"Industrias Bachoco, S.A. de C.V.",53.54,2677.0,1997.0,Consumer Non-Durables,Meat/Poultry/Fish
nyse,INFY,Infosys Limited,14.48,33096.2370504,,Technology,EDP Services
nyse,HIFR,"InfraREIT, Inc.",17.93,784.89261719,2015.0,Consumer Services,Real Estate Investment Trusts
nyse,ING,"ING Group, N.V.",14.6,56625.860895800004,1997.0,Finance,Commercial Banks
nyse,ISF,"ING Group, N.V.",25.88,0.0,,Finance,Commercial Banks
nyse,ISG,"ING Group, N.V.",25.55,0.0,,Finance,Commercial Banks
nyse,ISP,"ING Group, N.V.",25.55,0.0,,Finance,Commercial Banks
nyse,IR,Ingersoll-Rand plc (Ireland),81.86,21243.40444792,,Capital Goods,Auto Parts:O.E.M.
nyse,NGVT,Ingevity Corporation,59.45,2505.2904163000003,2016.0,Basic Industries,Major Chemicals
nyse,INGR,Ingredion Incorporated,119.32,8552.94804456,,Consumer Non-Durables,Packaged Foods
nyse,IIPR,"Innovative Industrial Properties, Inc.",18.25,64.341543,2016.0,Finance,Real Estate
nyse,IPHI,Inphi Corporation,44.46,1850.53386024,2010.0,Technology,Semiconductors
nyse,INSI,Insight Select Income Fund,19.2,205.632672,,,
nyse,NSP,"Insperity, Inc.",85.3,1791.3866648,,Technology,Professional Services
nyse,IBP,"Installed Building Products, Inc.",50.6,1607.4279606,2014.0,Basic Industries,Homebuilding
nyse,INST,"Instructure, Inc.",22.55,650.96088475,2015.0,Technology,Computer Software: Prepackaged Software
nyse,ITGR,Integer Holdings Corporation,38.1,1181.058852,,Miscellaneous,Industrial Machinery/Components
nyse,I,Intelsat S.A.,4.18,493.3753693,2013.0,Consumer Services,Telecommunications Equipment
nyse,ICE,Intercontinental Exchange Inc.,59.42,35263.02057718,2005.0,Finance,Investment Bankers/Brokers/Service
nyse,IHG,Intercontinental Hotels Group,49.0,9723.276535,,Consumer Services,Hotels/Resorts
nyse,IFF,"Internationa Flavors & Fragrances, Inc.",131.94,10419.67967616,,Basic Industries,Major Chemicals
nyse,IBM,International Business Machines Corporation,169.53,159902.82377103,,Technology,Computer Manufacturing
nyse,IGT,International Game Technology,21.84,4390.5934363199995,2015.0,Consumer Services,Services-Misc. Amusement & Recreation
nyse,IP,International Paper Company,49.64,20496.18191252,,Basic Industries,Paper
nyse,INSW,"International Seaways, Inc.",18.63,544.0465618200001,2016.0,Consumer Services,Marine Transportation
nyse,IPG,"Interpublic Group of Companies, Inc. (The)",24.54,9636.542636459999,,Technology,Advertising
nyse,IPL^D,Interstate Power and Light Company,26.1,0.0,,,
nyse,INXN,InterXion Holding N.V.,39.84,2812.80531312,2011.0,Technology,"Computer Software: Programming, Data Processing"
nyse,SNOW,"Intrawest Resorts Holdings, Inc.",23.67,942.60120237,2014.0,Consumer Services,Services-Misc. Amusement & Recreation
nyse,IPI,"Intrepid Potash, Inc",1.81,233.94158413999997,2008.0,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
nyse,XON,Intrexon Corporation,19.67,2335.42928906,2013.0,Health Care,Biotechnology: Commercial Physical & Biological Resarch
nyse,IVC,Invacare Corporation,10.5,344.0955315,,Health Care,Industrial Specialties
nyse,INVN,"InvenSense, Inc.",12.52,1196.6277334000001,2011.0,Technology,Semiconductors
nyse,VBF,Invesco Bond Fund,19.02,216.39185238,,,
nyse,VCV,Invesco California Value Municipal Income Trust,12.5,598.316675,,,
nyse,VTA,Invesco Credit Opportunities Fund,12.14,899.50460776,2007.0,,
nyse,IHIT,Invesco High Income 2023 Target Term Fund,9.95,214.92,2016.0,,
nyse,VLT,Invesco High Income Trust II,14.51,117.79840479,1989.0,,
nyse,IVR,INVESCO MORTGAGE CAPITAL INC,15.77,1760.00468393,2009.0,Consumer Services,Real Estate Investment Trusts
nyse,IVR^B,INVESCO MORTGAGE CAPITAL INC,25.2839,0.0,,,
nyse,IVR^A,Invesco Mortgage Capital Inc.,25.25,0.0,,,
nyse,OIA,Invesco Municipal Income Opportunities Trust,7.75,367.65758975,,,
nyse,VMO,Invesco Municipal Opportunity Trust,13.16,886.89249852,,,
nyse,VKQ,Invesco Municipal Trust,12.65,699.8008715499999,,,
nyse,VPV,Invesco Pennsylvania Value Municipal Income Trust,12.38,295.00975472000005,,,
nyse,IVZ,Invesco Plc,30.03,12215.612439030001,,Finance,Investment Managers
nyse,IQI,Invesco Quality Municipal Income Trust,12.49,660.51862453,,,
nyse,VVR,Invesco Senior Income Trust,4.63,833.5674207999999,1998.0,,
nyse,VTN,Invesco Trust  for Investment Grade New York Municipal,13.6,264.8556752,,,
nyse,VGM,Invesco Trust for Investment Grade Municipals,13.16,713.60489536,,,
nyse,IIM,Invesco Value Municipal Income Trust,14.93,702.55381374,,,
nyse,ITG,"Investment Technology Group, Inc.",18.93,629.2112790599999,,Finance,Investment Bankers/Brokers/Service
nyse,IRET,Investors Real Estate Trust,6.05,737.6036217000001,,Consumer Services,Real Estate Investment Trusts
nyse,IRET^B,Investors Real Estate Trust,25.3,0.0,,,
nyse,NVTA,Invitae Corporation,10.48,443.35429352,2015.0,Health Care,Medical Specialities
nyse,INVH,Invitation Homes Inc.,21.29,6607.91853786,2017.0,Finance,Real Estate
nyse,IO,Ion Geophysical Corporation,4.3,50.7075178,,Energy,Oil & Gas Production
nyse,IRM,Iron Mountain Incorporated,35.29,9306.82747677,,Consumer Services,Real Estate Investment Trusts
nyse,IRS,IRSA Inversiones Y Representaciones S.A.,25.5,1475.624973,,Consumer Services,Homebuilding
nyse,ICL,Israel Chemicals Shs,4.19,5348.07371033,2014.0,Basic Industries,Agricultural Chemicals
nyse,STAR          ,iStar Financial Inc.,12.36,888.89236488,,Consumer Services,Real Estate Investment Trusts
nyse,STAR^D,iStar Financial Inc.,24.7705,0.0,,,
nyse,STAR^E,iStar Financial Inc.,24.73,0.0,,,
nyse,STAR^F,iStar Financial Inc.,24.59,0.0,,,
nyse,STAR^G,iStar Financial Inc.,24.207,0.0,,,
nyse,STAR^I,iStar Financial Inc.,24.24,0.0,,,
nyse,ITCB,Ita? CorpBanca,14.12,4823.45562472,,,
nyse,ITUB,Itau Unibanco Banco Holding SA,11.78,76719.60608246001,,Finance,Major Banks
nyse,ITT,ITT Inc.,38.29,3394.96240314,2011.0,Capital Goods,Fluid Controls
nyse,IVH,Ivy High Income Opportunities Fund,15.34,254.13912992,2013.0,,
nyse,JPM,J P Morgan Chase & Co,84.4,300283.25047920004,,Finance,Major Banks
nyse,JPM.WS,J P Morgan Chase & Co,,0.0,,,
nyse,JPM^A,J P Morgan Chase & Co,25.69,0.0,,Finance,Major Banks
nyse,JPM^B,J P Morgan Chase & Co,27.59,0.0,,,
nyse,JPM^D,J P Morgan Chase & Co,25.73,0.0,,,
nyse,JPM^E,J P Morgan Chase & Co,27.28,0.0,,,
nyse,JPM^F,J P Morgan Chase & Co,27.0,0.0,,,
nyse,JPM^G,J P Morgan Chase & Co,27.0,0.0,,,
nyse,JPM^H,J P Morgan Chase & Co,27.07,0.0,,Finance,Major Banks
nyse,JAX,"J. Alexander&#39;s Holdings, Inc.",9.8,144.0127248,2015.0,Consumer Services,Restaurants
nyse,JILL,"J. Jill, Inc.",12.92,565.22343648,2017.0,Consumer Non-Durables,Apparel
nyse,JCP,"J.C. Penney Company, Inc. Holding Company",5.91,1823.94094359,,Consumer Services,Department/Specialty Retail Stores
nyse,SJM,J.M. Smucker Company (The),127.38,14832.27317748,,Consumer Non-Durables,Packaged Foods
nyse,JBL,"Jabil Circuit, Inc.",28.24,5147.882505680001,1993.0,Technology,Electrical Products
nyse,JEC,Jacobs Engineering Group Inc.,52.97,6413.14654912,,Basic Industries,Military/Government/Technical
nyse,JAG,Jagged Peak Energy Inc.,12.44,2648.94556024,2017.0,Energy,Oil & Gas Production
nyse,JHX,James Hardie Industries plc.,15.74,6938.84487946,,Capital Goods,Building Materials
nyse,JNS,"Janus Capital Group, Inc",13.0,2395.871348,,Finance,Investment Managers
nyse,JOF,Japan Smaller Capitalization Fund Inc,10.63,301.18928258999995,1990.0,,
nyse,JELD,"JELD-WEN Holding, Inc.",31.2,3272.4526536,2017.0,Basic Industries,Forest Products
nyse,JCAP,"Jernigan Capital, Inc.",23.0,206.947261,2015.0,Consumer Services,Real Estate Investment Trusts
nyse,JKS,JinkoSolar Holding Company Limited,17.25,546.537201,2010.0,Technology,Semiconductors
nyse,JMP,JMP Group LLC,5.7949,121.4282063527,2007.0,Finance,Investment Bankers/Brokers/Service
nyse,JMPB,JMP Group LLC,25.5824,0.0,,Finance,Investment Bankers/Brokers/Service
nyse,JMPC,JMP Group LLC,25.28,0.0,2014.0,Finance,Investment Bankers/Brokers/Service
nyse,JBT,John Bean Technologies Corporation,85.5,2703.7732545,,Technology,Industrial Machinery/Components
nyse,BTO,John Hancock Financial Opportunities Fund,33.37,621.47390347,1994.0,,
nyse,HEQ,John Hancock Hedged Equity & Income Fund,16.68,203.57387892,2011.0,,
nyse,JHS,John Hancock Income Securities Trust,14.29,166.42969965,,,
nyse,JHI,John Hancock Investors Trust,17.21,149.84790025,,,
nyse,HPF,John Hancock Pfd Income Fund II,21.41,455.142344,2002.0,,
nyse,HPI,John Hancock Preferred Income Fund,21.58,560.96079208,2002.0,,
nyse,HPS,John Hancock Preferred Income Fund III,18.68,589.8580797999999,2003.0,,
nyse,PDT,John Hancock Premium Dividend Fund,16.2,782.1652896,,,
nyse,HTD,John Hancock Tax Advantaged Dividend Income Fund,25.03,885.6855738300001,2004.0,,
nyse,HTY,John Hancock Tax-Advantaged Global Shareholder Yield Fund,9.17,100.35032693000001,,,
nyse,JW.A,"John Wiley & Sons, Inc.",,0.0,,,
nyse,JW.B,"John Wiley & Sons, Inc.",,0.0,,,
nyse,JNJ,Johnson & Johnson,124.99,338834.39008008,,Health Care,Major Pharmaceuticals
nyse,JCI,Johnson Controls International plc,40.6,38111.630669,,Consumer Services,Other Consumer Services
nyse,JONE,"Jones Energy, Inc.",2.3,200.9859692,2013.0,Energy,Oil & Gas Production
nyse,JLL,Jones Lang LaSalle Incorporated,105.31,4765.08109685,,Finance,Real Estate
nyse,JFC,"JPMorgan China Region Fund, Inc.",18.44,118.89442628,1992.0,,
nyse,JMEI,Jumei International Holding Limited,3.55,520.5528158,2014.0,Consumer Services,Other Specialty Stores
nyse,JNPR,"Juniper Networks, Inc.",27.56,10540.78547652,1999.0,Technology,Computer Communications Equipment
nyse,JP,Jupai Holdings Limited,9.0,269.380134,2015.0,Consumer Services,Other Consumer Services
nyse,JE,"Just Energy Group, Inc.",6.23,916.23139097,,Public Utilities,Oil/Gas Transmission
nyse,JE^A,"Just Energy Group, Inc.",25.79,0.0,,,
nyse,LRN,K12 Inc,18.69,759.99717045,,Consumer Services,Other Consumer Services
nyse,KAI,Kadant Inc,57.7,634.5642319,,Technology,Industrial Machinery/Components
nyse,KDMN,"Kadmon Holdings, Inc.",2.69,139.46714149000002,2016.0,Health Care,Major Pharmaceuticals
nyse,KAMN,Kaman Corporation,46.16,1250.4730152,,Consumer Durables,Industrial Specialties
nyse,KSU,Kansas City Southern,88.0,9347.43656,,Transportation,Railroads
nyse,KSU^,Kansas City Southern,27.87,0.0,,Transportation,Railroads
nyse,KS,KapStone Paper and Packaging Corporation,22.07,2136.08028407,,Basic Industries,Paper
nyse,KAR,"KAR Auction Services, Inc",41.92,5731.6554502399995,2009.0,Consumer Durables,Automotive Aftermarket
nyse,KATE,Kate Spade & Company,19.38,2486.2819056,,Consumer Non-Durables,Apparel
nyse,KED,Kayne Anderson Energy Development Company,19.05,203.5693668,2006.0,,
nyse,KYE,"Kayne Anderson Energy Total Return Fund, Inc.",12.37,452.2230785,2005.0,,
nyse,KMF,"Kayne Anderson Midstream Energy Fund, Inc",16.04,353.4280868,2010.0,,
nyse,KYN,Kayne Anderson MLP Investment Company,20.55,2329.6205415,2004.0,,
nyse,KYN^F,Kayne Anderson MLP Investment Company,25.4,0.0,,,
nyse,KB,KB Financial Group Inc,41.99,16729.263361459998,,Finance,Commercial Banks
nyse,KBH,KB Home,20.09,1713.1434095999998,1986.0,Capital Goods,Homebuilding
nyse,KBR,"KBR, Inc.",14.62,2092.71836442,2006.0,Basic Industries,Military/Government/Technical
