,MSSubClass,LotFrontage,LotArea,OverallQual,OverallCond,YearBuilt,Remodeled,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,Fireplaces,GarageArea,MSZoning,PavedDrive,Neighborhood,BldgType,HouseStyle,SalePrice
911,20,,9286,5,7,1977,1,1268,0,0,1,1,3,0,252,RL,Y,CollgCr,1Fam,1Story,143500
912,30,51.0,6120,5,7,1925,1,1015,0,0,1,0,3,0,450,RM,Y,BrkSide,1Fam,1Story,88000
913,90,82.0,6270,5,6,1949,1,2002,0,0,2,0,4,0,871,RH,Y,Crawfor,Duplex,2Story,145000
914,160,30.0,3000,6,5,2009,0,1224,0,0,2,1,2,0,528,FV,Y,Somerst,TwnhsE,2Story,173733
915,160,21.0,2001,4,5,1970,0,1092,0,0,1,1,3,0,286,RM,Y,MeadowV,Twnhs,2Story,75000
916,20,50.0,9000,2,3,1949,1,480,1,0,0,0,1,0,308,C (all),Y,IDOTRR,1Fam,1Story,35311
917,20,,17140,4,6,1956,0,1229,0,0,1,0,3,0,284,RL,Y,Edwards,1Fam,1Story,135000
918,60,103.0,13125,7,5,1991,0,2127,1,0,2,1,4,1,833,RL,Y,SawyerW,1Fam,2Story,238000
919,20,87.0,11029,6,8,1958,1,1414,1,0,1,0,3,1,601,RL,Y,NAmes,1Fam,1Story,176500
920,60,70.0,8462,6,5,1994,0,1721,0,1,2,1,3,0,471,RL,Y,SawyerW,1Fam,2Story,201000
921,90,67.0,8777,5,7,1900,1,2200,2,0,2,2,4,0,0,RL,N,Edwards,Duplex,1.5Fin,145900
922,20,65.0,10237,6,5,2005,1,1316,0,0,2,0,3,1,397,RL,Y,Gilbert,1Fam,1Story,169990
923,120,50.0,8012,6,5,1993,1,1617,1,0,2,0,2,1,533,RL,Y,SawyerW,TwnhsE,1Story,193000
924,20,79.0,10240,6,6,1980,0,1686,1,0,2,0,3,1,612,RL,Y,NWAmes,1Fam,1Story,207500
925,20,,15611,5,6,1977,0,1126,0,1,2,0,3,0,540,RL,Y,NWAmes,1Fam,1Story,175000
926,60,93.0,11999,8,5,2003,1,2374,0,0,2,1,4,1,656,RL,Y,NridgHt,1Fam,2Story,285000
927,60,,9900,7,5,1968,0,1978,0,0,2,1,4,1,486,RL,Y,NWAmes,1Fam,2Story,176000
928,20,,11838,8,5,2001,0,1788,0,0,2,0,3,1,522,RL,Y,CollgCr,1Fam,1Story,236500
929,60,,13006,7,5,1997,0,2236,0,0,2,1,4,1,642,RL,Y,Gilbert,1Fam,2Story,222000
930,20,73.0,8925,8,5,2007,0,1466,0,0,2,0,3,0,610,RL,Y,Timber,1Fam,1Story,201000
931,20,70.0,9100,5,6,1965,0,925,0,1,1,0,2,0,429,RL,Y,NAmes,1Fam,1Story,117500
932,20,84.0,11670,9,5,2006,0,1905,0,0,2,0,3,1,788,RL,Y,Somerst,1Fam,1Story,320000
933,20,63.0,8487,7,5,2004,0,1500,0,0,2,0,3,0,570,RL,Y,CollgCr,1Fam,1Story,190000
934,20,313.0,27650,7,7,1960,1,2069,1,0,2,0,4,1,505,RL,Y,NAmes,1Fam,1Story,242000
935,30,52.0,5825,4,5,1926,1,747,0,0,1,0,1,0,528,RL,Y,BrkSide,1Fam,1Story,79900
936,20,67.0,10083,7,5,2003,0,1200,1,0,2,0,2,0,555,RL,Y,SawyerW,1Fam,1Story,184900
937,60,75.0,9675,7,5,2005,0,1971,0,0,2,1,3,1,689,RL,Y,Somerst,1Fam,2Story,253000
938,60,73.0,8760,7,5,2006,0,1962,0,0,2,1,3,0,868,RL,Y,CollgCr,1Fam,2Story,239799
939,70,,24090,7,7,1940,1,2403,0,0,2,0,4,2,349,RL,Y,ClearCr,1Fam,2Story,244400
940,90,55.0,12640,6,5,1976,0,1728,0,0,2,0,4,0,574,RL,Y,Mitchel,Duplex,1Story,150900
941,60,,8755,7,5,1999,0,2060,1,0,2,1,3,1,390,RL,Y,Gilbert,1Fam,2Story,214000
942,90,42.0,7711,4,3,1977,0,1440,2,0,2,0,4,0,0,RL,N,Edwards,Duplex,1Story,150000
943,90,100.0,25000,5,4,1967,0,1632,0,0,2,0,4,0,576,RL,P,Mitchel,Duplex,1Story,143000
944,20,,14375,6,6,1958,0,1344,0,1,1,0,3,1,525,RL,Y,Timber,1Fam,SLvl,137500
945,50,98.0,8820,5,6,1890,1,1869,0,0,1,0,2,0,456,RM,Y,OldTown,1Fam,1.5Fin,124900
946,80,70.0,8163,5,6,1959,0,1144,1,0,1,0,3,1,796,RL,Y,NAmes,1Fam,SLvl,143000
947,20,85.0,14536,8,5,2002,1,1629,1,0,2,0,3,1,808,RL,Y,Timber,1Fam,1Story,270000
948,60,65.0,14006,7,5,2002,0,1776,0,0,2,1,3,1,474,RL,Y,CollgCr,1Fam,2Story,192500
949,20,78.0,9360,6,7,1972,1,1381,1,0,1,1,3,1,676,RL,Y,NWAmes,1Fam,1Story,197500
950,20,60.0,7200,5,8,1950,1,864,1,0,1,0,3,0,720,RL,Y,NAmes,1Fam,1Story,129000
951,20,60.0,7800,5,5,1965,0,965,1,0,1,0,3,0,300,RH,Y,SawyerW,1Fam,1Story,119900
952,85,60.0,7200,5,8,1972,1,768,0,1,1,0,2,0,396,RL,Y,CollgCr,1Fam,SFoyer,133900
953,60,,11075,5,4,1969,0,1968,0,1,2,1,4,1,530,RL,Y,Mitchel,1Fam,2Story,172000
954,90,35.0,9400,6,5,1975,0,980,0,2,2,0,4,0,0,RL,Y,Edwards,Duplex,SFoyer,127500
955,90,82.0,7136,6,6,1946,1,1958,0,0,2,0,4,0,492,RH,Y,Crawfor,Duplex,2Story,145000
956,160,24.0,1300,6,6,1980,0,1229,0,0,1,1,2,1,462,RM,Y,Blueste,TwnhsE,2Story,124000
957,20,70.0,7420,5,5,1962,0,1057,0,0,1,0,3,0,576,RL,Y,Sawyer,1Fam,1Story,132000
958,20,65.0,8450,7,5,2003,0,1337,1,0,2,0,3,0,531,RL,Y,CollgCr,1Fam,1Story,185000
959,160,24.0,2572,7,5,1999,0,1416,1,0,2,1,3,0,484,FV,Y,Somerst,Twnhs,2Story,155000
960,20,50.0,7207,5,7,1958,1,858,1,0,1,0,2,0,0,RL,Y,BrkSide,1Fam,1Story,116500
961,60,,12227,6,7,1977,1,2872,1,0,2,1,4,1,619,RL,Y,NWAmes,1Fam,2Story,272000
962,160,24.0,2308,6,6,1976,0,1548,1,0,2,1,3,1,440,RL,Y,NPkVill,TwnhsE,2Story,155000
963,20,122.0,11923,9,5,2007,0,1800,0,0,2,0,2,0,702,RL,Y,CollgCr,1Fam,1Story,239000
964,60,80.0,11316,7,5,2002,1,1894,1,0,2,1,4,1,510,RL,Y,Timber,1Fam,2Story,214900
965,60,65.0,10237,6,5,2005,1,1484,0,0,2,1,3,1,393,RL,Y,Gilbert,1Fam,2Story,178900
966,50,130.0,9600,5,7,1940,1,1308,1,0,1,1,2,2,256,RL,Y,Crawfor,1Fam,1.5Fin,160000
967,20,,7390,5,7,1955,0,1098,1,0,1,0,3,0,260,RL,Y,NAmes,1Fam,1Story,135000
968,50,50.0,5925,3,6,1910,1,968,0,0,1,0,2,0,0,RM,Y,OldTown,1Fam,1.5Fin,37900
969,190,75.0,10382,6,5,1958,0,1095,1,0,1,0,2,0,264,RL,Y,NAmes,2fmCon,SLvl,140000
970,50,60.0,10800,4,4,1949,1,1192,0,0,1,1,4,0,0,RL,Y,NAmes,1Fam,1.5Fin,135000
971,160,36.0,2268,7,5,2003,1,1626,0,0,2,0,2,0,474,RL,Y,NridgHt,Twnhs,2Story,173000
972,120,55.0,7892,6,5,1979,0,918,0,0,2,0,2,1,264,RL,Y,SawyerW,TwnhsE,1Story,99500
973,20,95.0,11639,7,5,2007,1,1428,0,0,2,0,3,0,480,FV,Y,Somerst,1Fam,1Story,182000
974,70,60.0,11414,7,8,1910,1,2019,0,0,1,0,3,0,532,RL,Y,BrkSide,1Fam,2Story,167500
975,160,,2651,7,5,2000,0,1382,1,0,2,1,3,0,490,FV,Y,Somerst,Twnhs,2Story,165000
976,30,51.0,5900,4,7,1923,1,869,0,0,1,0,2,0,0,RL,Y,BrkSide,1Fam,1Story,85500
977,120,35.0,4274,7,5,2006,1,1241,1,0,1,1,1,0,569,FV,Y,Somerst,TwnhsE,1Story,199900
978,20,68.0,9450,4,5,1954,0,894,0,0,1,0,3,0,400,RL,Y,Edwards,1Fam,1Story,110000
979,20,80.0,8816,5,6,1963,0,1121,1,0,1,0,3,0,480,RL,Y,Sawyer,1Fam,1Story,139000
980,85,,12122,7,9,1961,1,999,1,0,1,0,3,0,588,RL,Y,NAmes,1Fam,SFoyer,178400
981,60,98.0,12203,8,5,1998,1,2612,1,0,2,1,4,1,676,RL,Y,NoRidge,1Fam,2Story,336000
982,20,43.0,3182,7,5,2007,0,1266,0,0,2,0,2,1,388,RL,Y,Blmngtn,1Fam,1Story,159895
983,60,,11250,8,5,2002,0,2290,0,0,2,1,4,1,779,RL,Y,CollgCr,1Fam,2Story,255900
984,90,75.0,10125,5,5,1977,0,1734,0,0,2,0,4,0,539,RL,Y,Mitchel,Duplex,1.5Fin,126000
985,190,68.0,10880,5,5,1950,0,1164,1,0,1,0,3,0,240,RL,Y,Edwards,2fmCon,1Story,125000
986,50,59.0,5310,6,8,1910,1,1635,0,0,1,0,2,0,255,RM,Y,OldTown,1Fam,1.5Fin,117000
987,20,83.0,10159,9,5,2009,1,1940,1,0,2,1,3,1,606,RL,Y,NridgHt,1Fam,1Story,395192
988,60,,12046,6,6,1976,0,2030,0,0,2,1,4,1,551,RL,Y,NWAmes,1Fam,2Story,195000
989,60,65.0,8125,7,5,2006,0,1576,0,0,2,1,3,0,614,FV,Y,Somerst,1Fam,2Story,197000
990,60,82.0,9452,8,5,1997,1,2392,1,0,2,1,3,1,870,RL,Y,NoRidge,1Fam,2Story,348000
991,70,121.0,17671,8,9,1882,1,1742,0,0,1,1,4,1,424,RM,P,OldTown,1Fam,2Story,168000
992,60,80.0,9760,6,8,1964,1,1851,0,0,2,1,3,1,440,RL,Y,NAmes,1Fam,2Story,187000
993,60,68.0,8846,6,5,2005,1,1500,0,0,2,1,3,0,564,RL,Y,CollgCr,1Fam,2Story,173900
994,20,96.0,12456,10,5,2006,1,1718,1,0,2,0,3,1,786,RL,Y,NridgHt,1Fam,1Story,337500
995,50,51.0,4712,4,7,1946,1,1230,1,0,1,1,3,0,305,RL,Y,BrkSide,1Fam,1.5Fin,121600
996,20,,10659,5,6,1961,0,1050,1,0,1,0,3,0,368,RL,Y,NAmes,1Fam,1Story,136500
997,20,,11717,6,6,1970,0,1442,0,0,2,0,2,1,615,RL,Y,NWAmes,1Fam,1Story,185000
998,30,60.0,9786,3,4,1922,1,1077,0,0,1,0,3,1,210,RM,P,IDOTRR,1Fam,1Story,91000
999,20,64.0,6762,7,5,2006,0,1208,1,0,2,0,2,0,632,RL,Y,CollgCr,1Fam,1Story,206000
1000,20,74.0,10206,3,3,1952,0,944,0,0,1,0,2,0,528,RL,Y,Edwards,1Fam,1Story,82000
1001,30,60.0,5400,5,6,1920,1,691,0,0,1,0,2,0,216,RL,N,OldTown,1Fam,1Story,86000
1002,20,75.0,11957,8,5,2006,0,1574,0,0,2,0,3,1,824,RL,Y,Somerst,1Fam,1Story,232000
1003,90,,11500,5,6,1976,0,1680,0,0,2,0,4,0,528,RL,Y,NWAmes,Duplex,1Story,136905
1004,120,43.0,3182,7,5,2005,1,1504,0,0,2,0,1,1,457,RL,Y,Blmngtn,TwnhsE,1Story,181000
1005,80,65.0,8385,5,8,1977,0,985,0,0,2,0,3,0,328,RL,Y,CollgCr,1Fam,SLvl,149900
1006,20,,12155,6,3,1970,0,1657,0,1,2,0,3,1,484,RL,Y,NAmes,1Fam,1Story,163500
1007,160,21.0,2217,4,4,1970,0,1092,0,0,1,1,3,0,286,RM,Y,MeadowV,TwnhsE,2Story,88000
1008,20,43.0,12118,7,5,2004,1,1710,0,0,2,0,3,1,550,RL,Y,Mitchel,1Fam,1Story,240000
1009,50,60.0,6000,5,5,1926,1,1522,0,0,2,0,4,0,0,RL,P,SWISU,1Fam,1.5Fin,102000
1010,50,115.0,21286,5,5,1948,1,1271,0,0,2,0,4,1,312,RL,Y,Sawyer,1Fam,1.5Fin,135000
1011,90,75.0,9825,5,5,1965,0,1664,0,0,2,0,4,0,0,RL,Y,Edwards,Duplex,1Story,100000
1012,70,55.0,10592,6,7,1923,1,1502,0,0,1,1,3,2,180,RL,Y,Crawfor,1Fam,2Story,165000
1013,30,60.0,7200,5,4,1910,1,1022,1,0,1,0,2,0,280,RM,Y,OldTown,1Fam,1Story,85000
1014,20,60.0,11664,6,5,1948,1,1082,0,0,1,0,2,1,240,RL,Y,NAmes,1Fam,1Story,119200
1015,60,70.0,8400,8,6,2001,0,1665,1,0,2,1,3,0,528,RL,Y,NWAmes,1Fam,2Story,227000
1016,20,73.0,11883,7,5,1996,0,1504,1,0,2,0,3,1,478,RL,Y,CollgCr,1Fam,1Story,203000
1017,120,,5814,8,5,1984,0,1360,1,0,1,0,1,1,565,RL,Y,StoneBr,TwnhsE,1Story,187500
1018,80,,10784,7,5,1991,1,1472,0,0,2,1,3,1,402,RL,Y,Gilbert,1Fam,SLvl,160000
1019,120,43.0,3013,7,5,2005,0,1506,0,0,2,0,2,1,440,RL,Y,Blmngtn,TwnhsE,1Story,213490
1020,20,60.0,7024,4,5,2005,0,1132,1,0,1,1,2,0,451,RL,Y,Edwards,1Fam,1Story,176000
1021,20,64.0,7406,7,5,2006,0,1220,1,0,2,0,2,0,632,RL,Y,CollgCr,1Fam,1Story,194000
1022,50,52.0,9439,5,5,1930,1,1248,0,0,1,0,2,0,160,RM,Y,OldTown,1Fam,1.5Fin,87000
1023,120,43.0,3182,7,5,2005,1,1504,0,0,2,0,2,1,437,RL,Y,Blmngtn,TwnhsE,1Story,191000
1024,20,,15498,8,6,1976,0,2898,1,0,2,0,2,1,665,RL,Y,Timber,1Fam,1Story,287000
1025,20,70.0,7700,5,5,1972,0,882,1,0,1,0,3,0,461,RL,Y,CollgCr,1Fam,1Story,112500
1026,20,73.0,9300,5,5,1960,0,1264,1,0,1,0,3,2,461,RL,Y,NAmes,1Fam,1Story,167500
1027,20,71.0,9520,8,5,2007,1,1646,1,0,2,0,3,1,800,RL,Y,Timber,1Fam,1Story,293077
1028,50,79.0,9492,5,5,1941,1,1376,1,0,1,0,3,1,240,RL,Y,NAmes,1Fam,1.5Fin,105000
1029,160,21.0,1680,6,7,1972,0,1218,0,1,1,1,3,0,264,RM,Y,BrDale,Twnhs,2Story,118000
1030,190,,7082,5,8,1916,1,1928,0,0,2,0,5,0,0,RH,N,SWISU,2fmCon,2Story,160000
1031,75,102.0,15863,7,3,1920,1,3082,1,0,2,1,5,2,672,RL,Y,SWISU,1Fam,2.5Fin,197000
1032,60,,14541,8,7,1993,0,2520,1,0,2,1,5,1,796,RL,Y,NoRidge,1Fam,2Story,310000
1033,20,,8125,7,5,2002,0,1654,1,0,2,0,3,0,900,RL,Y,CollgCr,1Fam,1Story,230000
1034,30,50.0,6305,5,7,1938,1,954,0,0,1,0,2,1,240,RL,Y,Crawfor,1Fam,1Story,119750
1035,20,,11500,4,3,1957,0,845,0,0,1,0,3,0,290,RL,N,Edwards,1Fam,1Story,84000
1036,20,89.0,12898,9,5,2007,1,1620,1,0,2,0,2,1,912,RL,Y,Timber,1Fam,1Story,315500
1037,60,,9240,8,5,2001,1,2263,0,0,2,1,3,1,905,RL,Y,CollgCr,1Fam,2Story,287000
1038,160,21.0,1533,4,6,1970,1,1344,0,0,1,1,3,1,0,RM,Y,MeadowV,Twnhs,2Story,97000
1039,180,21.0,1477,4,4,1970,0,630,1,0,1,0,1,0,286,RM,Y,MeadowV,TwnhsE,SFoyer,80000
1040,20,88.0,13125,5,4,1957,1,1803,1,0,2,0,3,1,484,RL,Y,Sawyer,1Fam,1Story,155000
1041,60,,9130,6,8,1966,1,1632,0,1,1,1,4,0,484,RL,Y,NWAmes,1Fam,2Story,173000
1042,120,34.0,5381,6,5,2005,0,1306,1,0,2,0,1,1,624,RL,Y,NridgHt,Twnhs,1Story,196000
1043,60,86.0,11839,7,5,1990,0,2329,1,0,2,1,4,1,514,RL,Y,SawyerW,1Fam,2Story,262280
1044,20,80.0,9600,8,5,1981,0,2524,1,0,2,1,4,1,542,RL,Y,NWAmes,1Fam,1Story,278000
1045,20,,13680,3,5,1955,0,1733,0,0,2,0,4,1,452,RL,Y,Edwards,1Fam,1Story,139600
1046,60,85.0,16056,9,5,2005,1,2868,0,0,3,1,4,1,716,RL,Y,StoneBr,1Fam,2Story,556581
1047,20,57.0,9245,5,5,1994,1,990,0,1,1,0,3,0,672,RL,Y,CollgCr,1Fam,1Story,145000
1048,20,100.0,21750,5,4,1960,1,1771,0,0,1,0,3,1,336,RL,Y,Mitchel,1Fam,1Story,115000
1049,20,60.0,11100,4,7,1946,1,930,0,0,1,0,2,0,308,RL,Y,Edwards,1Fam,1Story,84900
1050,20,73.0,8993,7,5,2007,0,1302,0,0,2,0,3,0,436,RL,Y,Gilbert,1Fam,1Story,176485
1051,20,103.0,11175,7,5,2007,0,1316,0,0,2,0,3,1,440,RL,Y,CollgCr,1Fam,1Story,200141
1052,60,100.0,9500,6,6,1964,1,1977,0,1,1,1,4,1,540,RL,Y,NAmes,1Fam,2Story,165000
1053,20,68.0,8562,5,6,1957,1,1526,0,0,1,0,4,1,364,RL,Y,Edwards,1Fam,1Story,144500
1054,60,90.0,11367,8,5,2002,0,1989,1,0,2,1,3,1,586,RL,Y,CollgCr,1Fam,2Story,255000
1055,20,104.0,11361,6,5,1976,0,1523,0,1,2,0,3,1,478,RL,Y,NWAmes,1Fam,1Story,180000
1056,120,43.0,7052,7,5,2005,0,1364,1,0,2,0,2,1,484,RL,Y,NridgHt,TwnhsE,1Story,185850
1057,60,,29959,7,6,1994,0,1850,0,0,2,1,3,1,467,RL,Y,NoRidge,1Fam,2Story,248000
1058,60,96.0,11308,9,5,2008,0,2184,1,0,2,1,3,1,836,RL,Y,NridgHt,1Fam,2Story,335000
1059,50,,11275,6,7,1932,1,1991,0,0,1,1,3,1,432,RL,Y,Crawfor,1Fam,1.5Fin,220000
1060,120,41.0,4920,8,5,2001,0,1338,1,0,2,0,2,0,582,RL,Y,StoneBr,TwnhsE,1Story,213500
1061,30,120.0,18000,3,4,1935,1,894,0,0,1,0,2,0,1248,C (all),Y,IDOTRR,1Fam,1Story,81000
1062,190,85.0,13600,5,5,1900,1,2337,0,0,2,0,5,0,560,RM,Y,OldTown,2fmCon,2Story,90000
1063,30,50.0,6000,6,6,1925,1,1103,0,0,1,0,2,1,440,RM,Y,OldTown,1Fam,1Story,110500
1064,20,,11000,5,6,1966,0,1154,0,0,1,1,3,1,480,RL,Y,NAmes,1Fam,1Story,154000
1065,60,80.0,14000,7,5,1996,1,2260,1,0,2,1,3,0,533,RL,Y,ClearCr,1Fam,2Story,328000
1066,60,59.0,7837,6,7,1993,1,1571,0,0,2,1,3,1,380,RL,Y,Gilbert,1Fam,2Story,178000
1067,60,80.0,9760,6,6,1964,0,1611,1,0,1,1,4,0,442,RL,Y,NAmes,1Fam,2Story,167900
1068,160,42.0,3964,6,4,1973,0,2521,1,0,2,1,5,1,576,RM,Y,MeadowV,TwnhsE,2Story,151400
1069,45,60.0,9600,5,7,1949,1,893,0,1,1,0,2,0,576,RL,Y,NAmes,1Fam,1.5Unf,135000
1070,20,72.0,10152,5,5,1956,0,1048,1,0,1,0,3,0,286,RL,Y,NAmes,1Fam,1Story,135000
1071,60,78.0,11700,6,6,1968,0,1556,0,0,1,1,4,0,441,RL,Y,NWAmes,1Fam,2Story,154000
1072,50,50.0,7585,5,3,1948,1,1456,1,1,1,0,4,1,280,RL,P,Edwards,1Fam,1.5Fin,91500
1073,60,75.0,7950,6,6,1977,0,1426,0,0,1,1,3,0,440,RL,Y,Edwards,1Fam,2Story,159500
1074,20,74.0,8556,7,5,2006,0,1240,0,0,2,0,2,0,826,RL,Y,CollgCr,1Fam,1Story,194000
1075,70,75.0,13125,7,6,1940,1,1740,0,0,1,1,3,2,240,RL,Y,Crawfor,1Fam,2Story,219500
1076,50,60.0,10800,5,8,1936,1,1466,0,1,2,0,3,1,566,RL,Y,OldTown,1Fam,1.5Fin,170000
1077,20,,15870,5,5,1969,0,1096,1,0,1,0,3,0,299,RL,Y,NAmes,1Fam,1Story,138800
1078,120,37.0,4435,6,5,2004,0,848,1,0,1,0,1,1,420,RM,Y,CollgCr,TwnhsE,1Story,155900
1079,20,65.0,8775,5,5,1994,0,990,0,0,1,0,3,0,299,RL,Y,CollgCr,1Fam,1Story,126000
1080,20,80.0,11040,6,7,1971,1,1258,0,1,2,0,3,0,528,RL,Y,NWAmes,1Fam,1Story,145000
1081,20,75.0,7500,5,5,1963,0,1040,1,0,1,1,3,0,308,RL,Y,Sawyer,1Fam,1Story,133000
1082,20,70.0,8749,7,5,2002,0,1459,0,0,2,0,3,1,527,RL,Y,CollgCr,1Fam,1Story,192000
1083,20,80.0,8800,6,6,1964,0,1251,1,0,1,0,3,2,461,RL,Y,NAmes,1Fam,1Story,160000
1084,60,,13031,6,5,1995,1,1498,0,0,2,1,3,1,409,RL,Y,Gilbert,1Fam,2Story,187500
1085,85,73.0,9069,6,6,1992,0,996,1,0,1,0,2,0,564,RL,Y,SawyerW,1Fam,SFoyer,147000
1086,160,,1974,4,5,1973,0,1092,0,0,1,1,3,0,286,RM,Y,MeadowV,TwnhsE,2Story,83500
1087,60,85.0,10574,8,5,2005,1,1953,0,0,2,1,3,1,1043,FV,Y,Somerst,1Fam,2Story,252000
1088,160,24.0,2522,7,5,2004,0,1709,0,0,2,0,3,0,380,RM,Y,Edwards,Twnhs,2Story,137500
1089,120,37.0,3316,8,5,2005,0,1247,1,0,1,1,1,1,550,FV,Y,Somerst,TwnhsE,1Story,197000
1090,90,60.0,8544,3,4,1950,0,1040,0,0,2,0,2,0,400,RL,Y,NAmes,Duplex,1Story,92900
1091,160,24.0,2160,7,5,1999,1,1252,1,0,2,1,2,0,462,FV,Y,Somerst,Twnhs,2Story,160000
1092,50,60.0,8400,6,5,1925,1,1694,0,0,2,0,4,1,576,RL,Y,SWISU,1Fam,1.5Fin,136500
1093,20,71.0,9230,5,8,1965,1,1200,1,0,1,1,1,0,884,RL,Y,NAmes,1Fam,1Story,146000
1094,20,74.0,5868,5,7,1956,1,936,1,0,1,0,2,0,308,RL,Y,NAmes,1Fam,1Story,129000
1095,20,78.0,9317,6,5,2006,0,1314,0,0,2,0,3,1,440,RL,Y,CollgCr,1Fam,1Story,176432
1096,70,60.0,6882,6,7,1914,1,1355,0,0,1,1,3,0,0,RM,Y,IDOTRR,1Fam,2Story,127000
1097,120,,3696,8,5,1986,0,1088,0,0,1,1,2,0,461,RL,Y,StoneBr,TwnhsE,1Story,170000
1098,50,50.0,6000,4,6,1936,1,1324,0,0,1,0,3,0,240,RM,Y,BrkSide,1Fam,1.5Fin,128000
1099,20,82.0,11880,7,5,1978,0,1601,0,0,2,0,3,1,478,RL,Y,NWAmes,1Fam,1Story,157000
1100,30,60.0,8400,2,5,1920,1,438,0,0,1,0,1,0,246,RL,N,SWISU,1Fam,1Story,60000
1101,20,61.0,9758,5,5,1971,0,950,0,0,1,0,3,0,280,RL,Y,NAmes,1Fam,1Story,119500
1102,20,70.0,7000,5,7,1960,1,1134,0,0,1,0,2,0,254,RL,Y,NAmes,1Fam,1Story,135000
1103,20,79.0,8910,6,6,1959,0,1194,0,1,1,0,3,1,539,RL,Y,NAmes,1Fam,1Story,159500
1104,160,24.0,2016,5,5,1970,0,1302,0,0,2,1,3,0,440,RM,Y,BrDale,TwnhsE,2Story,106000
1105,60,98.0,12256,8,5,1994,1,2622,1,0,2,1,3,2,712,RL,Y,NoRidge,1Fam,2Story,325000
1106,20,114.0,10357,7,5,1990,1,1442,1,0,2,0,3,1,719,RL,Y,SawyerW,1Fam,1Story,179900
1107,60,168.0,23257,7,5,2006,0,2021,0,0,2,1,3,1,422,RL,Y,Gilbert,1Fam,2Story,274725
1108,60,,8063,6,5,2000,0,1690,0,0,2,1,3,1,463,RL,Y,Gilbert,1Fam,2Story,181000
1109,20,107.0,11362,8,5,2004,1,1836,1,0,2,0,3,1,862,RL,Y,NridgHt,1Fam,1Story,280000
1110,60,,8000,6,5,1995,1,1658,1,0,2,1,3,1,431,RL,Y,Gilbert,1Fam,2Story,188000
1111,60,80.0,10480,7,6,1976,0,1964,0,0,2,1,4,1,483,RL,Y,NWAmes,1Fam,2Story,205000
1112,20,73.0,7100,5,7,1957,0,816,1,0,1,0,2,0,308,RL,Y,NAmes,1Fam,1Story,129900
1113,20,66.0,8923,5,7,1953,1,1008,1,0,1,0,2,0,240,RL,Y,NAmes,1Fam,1Story,134500
1114,20,90.0,5400,5,7,1954,1,833,0,0,1,0,2,0,326,RL,Y,OldTown,1Fam,1Story,117000
1115,20,93.0,12085,8,5,2007,0,1734,1,0,2,0,3,1,928,RL,Y,NridgHt,1Fam,1Story,318000
1116,80,,7750,8,5,2002,0,1419,1,0,2,1,3,1,527,RL,Y,Gilbert,1Fam,SLvl,184100
1117,20,57.0,9764,5,7,1967,1,894,1,0,1,0,3,0,450,RL,Y,Sawyer,1Fam,1Story,130000
1118,80,85.0,13825,5,6,1958,1,1601,0,1,1,0,3,0,300,RL,Y,Sawyer,1Fam,SLvl,140000
1119,20,70.0,7560,5,5,1959,0,1040,0,0,1,0,3,0,286,RL,Y,NAmes,1Fam,1Story,133700
1120,30,59.0,8263,6,5,1920,1,1012,0,0,1,0,2,1,308,RM,Y,IDOTRR,1Fam,1Story,118400
1121,20,84.0,10084,7,5,2005,1,1552,0,0,2,0,3,0,782,RL,Y,CollgCr,1Fam,1Story,212900
1122,20,,8926,4,3,1956,0,960,0,0,1,0,3,0,288,RL,Y,Edwards,1Fam,1Story,112000
1123,20,50.0,9405,5,9,1947,1,698,0,1,1,0,2,0,0,RL,Y,Edwards,1Fam,1Story,118000
1124,80,,9125,7,5,1992,0,1482,0,0,2,1,3,1,392,RL,Y,Gilbert,1Fam,SLvl,163900
1125,20,60.0,10434,4,5,1955,0,1005,0,0,1,0,2,1,672,RL,Y,NAmes,1Fam,1Story,115000
1126,120,53.0,3684,7,5,2007,0,1555,0,0,2,0,2,1,660,RL,Y,Blmngtn,TwnhsE,1Story,174000
1127,20,182.0,14572,7,5,2004,0,1530,1,0,2,0,3,1,630,RL,Y,Gilbert,1Fam,1Story,259000
1128,60,59.0,11796,7,5,2004,1,1959,0,0,2,1,4,1,434,RL,Y,Gilbert,1Fam,2Story,215000
1129,90,60.0,7200,5,5,1980,0,936,1,0,1,0,2,0,672,RM,Y,OldTown,Duplex,SFoyer,140000
1130,50,65.0,7804,4,3,1928,1,1981,1,0,2,0,4,2,576,RL,Y,SWISU,1Fam,1.5Fin,135000
1131,20,63.0,10712,5,5,1991,1,974,0,0,1,0,3,0,0,RL,Y,Mitchel,1Fam,1Story,93500
1132,70,90.0,9900,6,4,1880,1,2210,0,0,2,0,5,0,205,RM,N,OldTown,1Fam,2Story,117500
1133,60,80.0,9828,8,5,1995,0,2020,0,0,2,1,3,1,466,RL,Y,SawyerW,1Fam,2Story,239500
1134,60,57.0,8773,6,5,1997,0,1600,0,0,2,1,3,1,460,RL,Y,Gilbert,1Fam,2Story,169000
1135,30,60.0,6180,6,5,1926,1,986,0,0,1,0,2,1,180,RM,Y,BrkSide,1Fam,1Story,102000
1136,50,80.0,9600,6,5,1950,0,1252,0,0,1,0,3,0,288,RL,Y,NAmes,1Fam,1.5Fin,119000
